Timestamp,Temperature,Pressure,Altitude
2024-09-19 06:17:42,BMP280 test
2024-09-19 06:17:42,27.87,98610.25,228.51
2024-09-19 06:17:42,27.87,98610.25,228.51
2024-09-19 06:17:42,27.87,98610.25,228.51
2024-09-19 06:17:42,27.87,98610.25,228.51
2024-09-19 06:17:42,27.87,98610.25,228.51
2024-09-19 06:17:42,27.87,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.41
2024-09-19 06:17:42,27.94,98611.43,228.38
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:42,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.88,98602.39,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.18
2024-09-19 06:17:43,27.87,98602.38,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
2024-09-19 06:17:44,27.87,98602.73,229.15
